soil_type,temperature,rainfall,season,label
clay,26.58413917,171.6262299,summer,coconut
black,28.28905147,142.9403233,summer,coconut
clay,28.69164799,178.9635457,summer,coconut
sandy,29.70931288,209.8453993,monsoon,coconut
clay,27.14865285,149.2433497,summer,coconut
clay,29.28725038,132.1491176,summer,coconut
black,25.06871967,134.8419069,summer,coconut
sandy,26.92449525,194.9022136,summer,coconut
sandy,28.27804288,171.9457959,summer,coconut
black,29.18032562,204.9603677,monsoon,coconut
sandy,28.3575072,160.730699099999,summer,coconut
sandy,29.38072512,218.5241851,monsoon,coconut
sandy,25.39241091,218.080385,monsoon,coconut
sandy,26.31270635,208.1181381,monsoon,coconut
black,29.52501367,194.3100272,summer,coconut
clay,28.83214859,145.417238699999,summer,coconut
clay,28.48444906,160.389421,summer,coconut
loamy,28.74013335,156.7650823,summer,coconut
clay,25.00872392,165.8092179,summer,coconut
clay,29.8690834,192.7678575,summer,coconut
loamy,27.54273211,150.2012138,summer,coconut
clay,26.52166434,144.6261698,summer,coconut
loamy,25.03512351,174.796583,summer,coconut
black,29.20394909,211.2506267,monsoon,coconut
sandy,27.05826457,224.7006953,monsoon,coconut
loamy,26.18552389,135.4186222,summer,coconut
sandy,27.59376845,162.8432736,summer,coconut
black,25.76011662,131.2451414,summer,coconut
loamy,28.87862994,145.0583117,summer,coconut
loamy,26.50908611,199.8778403,summer,coconut
black,26.87037587,214.4128874,monsoon,coconut
loamy,27.57283516,145.9298935,summer,coconut
sandy,28.05912437,171.651639599999,summer,coconut
clay,29.51611558,131.2116167,summer,coconut
black,28.96318258,222.803013,monsoon,coconut
black,25.09897688,157.7592626,summer,coconut
sandy,27.1872282,141.3220576,summer,coconut
black,29.03065024,205.5720367,monsoon,coconut
clay,27.754298,131.090007599999,summer,coconut
loamy,27.31155708,201.8258633,monsoon,coconut
clay,28.84270971,224.4016682,monsoon,coconut
loamy,26.61423461,191.006688,summer,coconut
loamy,29.70143197,215.1968037,monsoon,coconut
black,25.54759871,212.867626,monsoon,coconut
sandy,26.37978453,167.0470997,summer,coconut
sandy,27.45907759,142.1430003,summer,coconut
clay,27.02269204,147.1682459,summer,coconut
sandy,28.98545306,148.8398374,summer,coconut
black,26.1055118,134.1279669,summer,coconut
clay,25.0707247,192.9036306,summer,coconut
sandy,25.54963273,191.2996157,summer,coconut
loamy,28.56973521,134.8370348,summer,coconut
black,26.07010807,143.533473,summer,coconut
sandy,25.51791333,178.7297725,summer,coconut
clay,25.9490364,144.1571109,summer,coconut
sandy,28.2974764,182.4482352,summer,coconut
black,29.56549169,224.8315729,monsoon,coconut
sandy,29.69952329,148.300369199999,summer,coconut
black,26.14162144,195.4115025,summer,coconut
sandy,26.00175125,209.540094,monsoon,coconut
loamy,27.15116142,164.9182225,summer,coconut
sandy,28.97318719,213.9011021,monsoon,coconut
black,26.13958446,131.3387935,summer,coconut
loamy,25.51618488,135.1272491,summer,coconut
clay,27.55821802,174.625648099999,summer,coconut
black,27.81132822,154.062122099999,summer,coconut
sandy,25.60033702,165.824873199999,summer,coconut
clay,26.91641934,225.6323656,monsoon,coconut
clay,29.1797902,188.9252083,summer,coconut
sandy,26.44600063,221.2258168,monsoon,coconut
clay,28.43572863,203.9283708,monsoon,coconut
sandy,28.94099669,191.7723087,summer,coconut
loamy,26.45488737,149.2220255,summer,coconut
sandy,25.79490531,152.423871199999,summer,coconut
loamy,26.93141945,166.5712879,summer,coconut
sandy,24.40228894,90.8022356,winter,cotton
black,23.09595631,71.29581071,winter,cotton
sandy,23.9656349,90.75616738,winter,cotton
black,24.88738107,89.76050416,winter,cotton
black,25.36243778,88.43618918,winter,cotton
sandy,24.69457084,78.58494391,winter,cotton
black,25.0017188,96.32600992,winter,cotton
loamy,22.45942937,64.23026638,winter,cotton
sandy,23.60564038,72.49800885,winter,cotton
loamy,24.58453146,71.94608134,winter,cotton
black,23.0865933,71.84080724,winter,cotton
black,23.5000992,79.81328183,winter,cotton
clay,24.1472953,69.91563467,winter,cotton
loamy,24.69315538,89.799462,winter,cotton
sandy,24.484692,90.94342484,winter,cotton
sandy,24.49112609,64.02949379,winter,cotton
sandy,23.47986888,86.76287924,winter,cotton
sandy,24.18586246,69.08056728,winter,cotton
loamy,25.00755095,86.06411872,winter,cotton
sandy,25.99237426,89.1188212,winter,cotton
black,23.66457347,99.36898373,winter,cotton
black,25.66891439,78.59595817,winter,cotton
clay,22.04612876,86.00758678,winter,cotton
loamy,22.4204752,93.46595573,winter,cotton
loamy,25.03149561,95.0191318,winter,cotton
loamy,23.53371386,87.54004943,winter,cotton
loamy,22.77076388,81.49543437,winter,cotton
black,25.49848236,67.05961949,winter,cotton
black,25.248679,86.55517751,winter,cotton
clay,22.78249615,64.61444234,winter,cotton
sandy,23.37044424,71.67870701,winter,cotton
sandy,24.86560781,79.56866268,winter,cotton
sandy,24.14386157,80.36146974,winter,cotton
clay,25.03300222,97.10087029,winter,cotton
sandy,23.65724079,88.54479121,winter,cotton
clay,25.54359718,88.94245493,winter,cotton
black,22.00085141,90.42224164,winter,cotton
clay,23.64328417,80.96157332,winter,cotton
loamy,23.96436009,84.63148859,winter,cotton
clay,24.65425757,61.82980133,winter,cotton
sandy,24.3017998,65.0247867,winter,cotton
loamy,24.29144926,90.41694635,winter,cotton
sandy,24.29470232,81.05902285,winter,cotton
clay,25.72180042,99.93100821,winter,cotton
clay,24.87663664,91.9223468,winter,cotton
loamy,22.60612115,75.13617229,winter,cotton
clay,23.86814008,90.4547185,winter,cotton
black,23.41022496,78.82199603,winter,cotton
clay,24.96440768,80.03995829,winter,cotton
black,25.16820129,84.62419032,winter,cotton
clay,22.72767171,77.55176318,winter,cotton
loamy,22.45145981,86.84998693,winter,cotton
loamy,23.04920461,70.65644296,winter,cotton
sandy,25.29250148,62.64174227,winter,cotton
clay,22.95604064,66.48339303,winter,cotton
clay,22.80213132,91.6389565,winter,cotton
loamy,23.54234715,84.12536744,winter,cotton
black,24.41212325,98.60457373,winter,cotton
black,22.94276687,67.08022574,winter,cotton
loamy,25.53676123,95.4262599,winter,cotton
clay,25.32023717,83.46532547,winter,cotton
sandy,22.426733,65.54475812,winter,cotton
loamy,25.78544484,91.39578861,winter,cotton
black,25.68959532,66.19426787,winter,cotton
clay,22.14593688,60.65381719,winter,cotton
loamy,25.07278712,93.51042684,winter,cotton
sandy,22.21506982,70.40557612,winter,cotton
black,23.9643129,76.13090645,winter,cotton
black,25.40059227,62.5138867,winter,cotton
loamy,23.7805123,66.26555904,winter,cotton
loamy,24.16402322,61.94626051,winter,cotton
clay,25.31468463,72.82902109,winter,cotton
sandy,22.60361557,88.57395505,winter,cotton
clay,22.9535715,99.75336197,winter,cotton
loamy,22.74446976,90.07326633,winter,cotton
clay,23.80834611,70.97358303,winter,cotton
clay,25.46228792,76.88582484,winter,cotton
sandy,25.96779712,74.14169043,winter,cotton
loamy,25.5308271,99.39557151,winter,cotton
clay,24.43847399,60.79645852,winter,cotton
black,23.03887865,90.64770699,winter,cotton
loamy,23.51308653,80.11272117,winter,cotton
sandy,22.75805656,97.76600619,winter,cotton
black,24.71252544,85.24963302,winter,cotton
black,23.45969093,93.50153555,winter,cotton
sandy,25.5503704,78.58488484,winter,cotton
loamy,22.08458267,67.06459777,winter,cotton
loamy,24.68854799,69.31153566,winter,cotton
loamy,25.84997269,77.03421249,winter,cotton
clay,22.46054478,71.85436078,winter,cotton
loamy,23.65629976,74.8984994,winter,cotton
clay,22.00817088,92.23645249,winter,cotton
loamy,24.32630461,69.45072055,winter,cotton
sandy,22.92360984,92.91915074,winter,cotton
loamy,23.43821725,81.15072105,winter,cotton
black,22.10718988,74.94136567,winter,cotton
sandy,23.03814028,91.49697481,winter,cotton
clay,24.54795322,63.88079866,winter,cotton
black,23.73868041,76.63669195,winter,cotton
clay,22.31871914,65.35747011,winter,cotton
loamy,25.52468965,151.8869972,summer,jute
loamy,26.59104992,161.2469997,summer,jute
clay,25.29781791,196.6249511,summer,jute
clay,25.72100868,175.608669699999,summer,jute
sandy,23.58419277,190.4242157,summer,jute
loamy,25.31042337,190.5577618,summer,jute
loamy,23.41798979,185.7446728,summer,jute
clay,24.35564134,169.1168028,summer,jute
sandy,26.284017,182.2685447,summer,jute
sandy,25.13842773,169.3388465,summer,jute
black,24.88692811,150.2498675,summer,jute
sandy,25.75734909,189.4263485,summer,jute
black,23.12844351,199.8362913,summer,jute
black,24.9949957,151.4935635,summer,jute
black,25.21622704,195.8645552,summer,jute
clay,24.39736241,164.2697011,summer,jute
sandy,23.31410442,164.4970373,summer,jute
black,25.72668885,191.9649389,summer,jute
sandy,26.96656378,169.8391177,summer,jute
black,23.70467146,181.2783964,summer,jute
clay,24.90075709,153.8990984,summer,jute
clay,23.39605743,174.787641099999,summer,jute
loamy,26.8748389,173.1017097,summer,jute
clay,23.1426498,151.9035477,summer,jute
loamy,24.29496635,184.9800516,summer,jute
sandy,24.39459498,197.1220049,summer,jute
sandy,25.7629429,174.5071843,summer,jute
loamy,25.4879684,168.7848886,summer,jute
sandy,25.37122686,183.8270791,summer,jute
clay,26.21312799,180.1237765,summer,jute
sandy,24.30748599,186.2337571,summer,jute
sandy,23.76554749,150.316615199999,summer,jute
sandy,24.79853023,162.2847429,summer,jute
sandy,23.20683504,199.4766779,summer,jute
black,23.66805429,184.4633281,summer,jute
black,25.12417673,159.5718087,summer,jute
loamy,23.89069041,167.723063199999,summer,jute
clay,23.09433785,196.6587013,summer,jute
black,24.21744605,166.136588599999,summer,jute
black,24.06475727,153.639021199999,summer,jute
sandy,24.85441411,175.572958,summer,jute
sandy,26.41915161,197.2101782,summer,jute
clay,24.89326318,196.469984,summer,jute
loamy,23.25583402,166.2160846,summer,jute
black,24.7634518,179.1630865,summer,jute
clay,24.97042599,166.6415254,summer,jute
loamy,26.12797248,150.6326874,summer,jute
sandy,25.97825807,163.3488091,summer,jute
black,26.2830571,186.6898282,summer,jute
loamy,26.38905406,176.1516409,summer,jute
clay,25.2746335,168.0432282,summer,jute
loamy,23.09499564,155.3851533,summer,jute
sandy,25.79351957,193.2418382,summer,jute
clay,23.17403323,160.6217342,summer,jute
loamy,25.63215038,182.2582277,summer,jute
loamy,25.848795,152.6194403,summer,jute
sandy,26.56767277,181.2915605,summer,jute
loamy,26.24532085,189.9711184,summer,jute
clay,26.91515043,177.2233048,summer,jute
sandy,24.36972377,159.9210934,summer,jute
loamy,25.71901283,187.1735424,summer,jute
sandy,25.01157559,169.4168014,summer,jute
clay,25.40785911,188.6372826,summer,jute
black,23.28081,153.7447398,summer,jute
black,23.98651719,167.0576456,summer,jute
clay,24.48556447,192.2316221,summer,jute
black,25.86705009,154.839084699999,summer,jute
clay,23.5643831,185.25947,summer,jute
black,24.2248758,192.4931257,summer,jute
sandy,25.49386782,176.5268267,summer,jute
loamy,24.97178693,195.7571622,summer,jute
loamy,24.80624984,156.3616174,summer,jute
sandy,23.16814977,157.1215052,summer,jute
sandy,24.25133493,175.1742112,summer,jute
sandy,26.58361011,154.8238864,summer,jute
black,26.82489244,153.919980699999,summer,jute
loamy,25.49674786,169.9288234,summer,jute
black,24.09874353,176.8604109,summer,jute
black,23.18866654,176.103677,summer,jute
loamy,26.24347471,183.4065252,summer,jute
loamy,23.75091572,160.0889553,summer,jute
sandy,26.13871511,171.4892533,summer,jute
sandy,26.14576648,193.1007598,summer,jute
sandy,26.91643698,171.4716375,summer,jute
loamy,26.5232969,157.8548562,summer,jute
clay,23.81579631,190.312216,summer,jute
sandy,26.50838667,152.9801697,summer,jute
sandy,26.63952463,199.3355744,summer,jute
clay,23.3250131,187.3096148,summer,jute
black,26.47549543,180.2513601,summer,jute
clay,23.78756036,172.6442654,summer,jute
loamy,25.49941707,193.7141828,summer,jute
sandy,23.24925555,184.7674863,summer,jute
clay,26.98582182,193.8778713,summer,jute
sandy,23.61475336,150.2355238,summer,jute
sandy,23.87484465,177.5147313,summer,jute
loamy,23.92887902,154.6608736,summer,jute
loamy,24.81441246,190.7886386,summer,jute
sandy,24.44743944,190.9684885,summer,jute
clay,26.57421679,159.3223075,summer,jute
clay,26.33377983,191.6549412,summer,coffee
sandy,26.45288458,144.686133599999,summer,coffee
sandy,25.70822684,136.732509199999,summer,coffee
sandy,24.12832546,147.2757818,summer,coffee
sandy,23.44372334,122.2103248,summer,coffee
loamy,23.4123707,139.3670753,summer,coffee
clay,23.05951896,164.4971875,summer,coffee
loamy,23.07895447,129.8765443,summer,coffee
black,27.6496114,122.8392822,summer,coffee
clay,25.46743689,171.376446199999,summer,coffee
clay,26.7350622,140.6305213,summer,coffee
sandy,26.20811417,189.0944824,summer,coffee
black,27.0424167,165.6872119,summer,coffee
sandy,24.65090184,135.1386537,summer,coffee
loamy,27.35152643,148.981252499999,summer,coffee
black,25.17787724,135.0119649,summer,coffee
clay,23.11438731,161.8944624,summer,coffee
clay,27.22783677,175.7260273,summer,coffee
sandy,23.26316991,194.1755471,summer,coffee
black,25.234661,124.2261737,summer,coffee
clay,25.59535262,195.7733251,summer,coffee
loamy,25.5674832,190.2257843,summer,coffee
sandy,25.67324193,196.2736367,summer,coffee
clay,24.40726724,148.6977358,summer,coffee
sandy,23.69287069,144.6576424,summer,coffee
black,24.53460016,180.5059257,summer,coffee
black,27.13140403,192.4280381,summer,coffee
black,27.56088634,167.435807499999,summer,coffee
clay,23.59302313,191.3980675,summer,coffee
black,23.17714381,117.3113562,summer,coffee
clay,24.71384065,197.6439711,summer,coffee
clay,24.38534644,119.6324109,summer,coffee
loamy,27.15998538,126.1752206,summer,coffee
black,26.53543168,120.6494434,summer,coffee
clay,27.01207284,191.4508931,summer,coffee
black,27.55906475,117.9389993,summer,coffee
loamy,23.32293161,168.264428699999,summer,coffee
loamy,24.23850608,115.1564012,summer,coffee
clay,23.42611644,122.6847408,summer,coffee
clay,26.02241444,176.9020924,summer,coffee
black,24.83846178,124.4135035,summer,coffee
loamy,26.24092174,148.377120199999,summer,coffee
black,24.43011925,181.6368274,summer,coffee
sandy,26.00373964,153.477776,summer,coffee
black,26.22367404,193.7461968,summer,coffee
black,27.09617155,190.2440566,summer,coffee
loamy,25.64004392,199.4735636,summer,coffee
sandy,27.74576987,139.8619431,summer,coffee
black,26.24928198,133.1120232,summer,coffee
clay,26.67377159,156.1543898,summer,coffee
sandy,27.10210397,139.5013171,summer,coffee
clay,27.62975458,196.6492664,summer,coffee
clay,27.5364547,130.6377143,summer,coffee
clay,23.56960509,130.3797119,summer,coffee
loamy,24.99451759,192.8736822,summer,coffee
clay,27.56441788,177.816092,summer,coffee
black,23.98143338,161.5279095,summer,coffee
sandy,24.22984659,122.4073418,summer,coffee
clay,25.60153969,168.8383605,summer,coffee
clay,24.31274458,184.4103931,summer,coffee
loamy,26.36629861,177.317616099999,summer,coffee
sandy,26.5602777,152.0616227,summer,coffee
sandy,26.35034208,121.5586297,summer,coffee
loamy,25.20406808,156.1457255,summer,coffee
black,23.35723208,171.6976946,summer,coffee
sandy,23.60567546,185.1568059,summer,coffee
clay,24.18471151,163.270873199999,summer,coffee
black,26.44414097,175.3723314,summer,coffee
black,26.12492233,147.8035305,summer,coffee
loamy,27.77363343,192.7121236,summer,coffee
clay,25.55656667,193.5866233,summer,coffee
clay,27.92374437,115.2325531,summer,coffee
sandy,26.05968403,161.3432535,summer,coffee
sandy,26.35770906,163.6269496,summer,coffee
loamy,24.91370487,129.5481144,summer,coffee
loamy,27.31317116,192.4288139,summer,coffee
clay,26.1387869,136.3027766,summer,coffee
loamy,23.1069385,162.576960599999,summer,coffee
loamy,23.52648086,171.8839938,summer,coffee
clay,25.11711046,194.8773479,summer,coffee
clay,24.02952505,134.6803969,summer,coffee
black,26.70897548,158.860888699999,summer,coffee
black,26.71717393,126.8073984,summer,coffee
loamy,24.59245684,137.704404699999,summer,coffee
loamy,27.51006055,143.9955548,summer,coffee
loamy,27.57847581,156.6810374,summer,coffee
clay,26.65069302,145.105065,summer,coffee
black,26.97251562,142.8610793,summer,coffee
sandy,23.17124551,153.1201644,summer,coffee
sandy,23.52652084,186.1728203,summer,coffee
sandy,27.30901814,141.4831644,summer,coffee
sandy,27.54823036,181.4170812,summer,coffee
clay,25.627355,188.5506536,summer,coffee
black,23.29250318,183.468585,summer,coffee
sandy,24.91461008,166.2549307,summer,coffee
loamy,26.77463708,177.7745075,summer,coffee
sandy,27.41711238,127.92461,summer,coffee
sandy,24.13179691,173.322838599999,summer,coffee
sandy,26.2724184,127.1752928,summer,coffee
black,23.60301571,140.9370415,summer,coffee
